date,channel,room_nights,revenue_bdt,campaign_attributed
2024-10-22,direct,4,42113,false
2024-10-22,booking_com,31,341000,false
2024-10-22,agoda,16,176000,false
2024-10-22,expedia,9,99000,false
2024-10-23,direct,4,45060,false
2024-10-23,direct,4,46033,false
2024-10-24,direct,3,33441,false
2024-10-24,direct,3,32845,false
2024-10-24,phone,2,20240,false
2024-10-24,booking_com,31,341000,false
2024-10-24,agoda,16,176000,false
2024-10-24,expedia,9,99000,false
2024-10-25,direct,2,21292,false
2024-10-25,direct,5,57183,false
2024-10-26,direct,5,54672,false
2024-10-26,direct,3,33854,false
2024-10-26,booking_com,31,341000,false
2024-10-26,agoda,16,176000,false
2024-10-26,expedia,9,99000,false
2024-10-27,direct,2,21286,false
2024-10-27,direct,3,32312,false
2024-10-28,direct,2,21838,false
2024-10-28,direct,4,46184,false
2024-10-28,phone,2,20240,false
2024-10-28,booking_com,31,341000,false
2024-10-28,agoda,16,176000,false
2024-10-28,expedia,9,99000,false
2024-10-29,direct,5,57145,false
2024-10-29,direct,5,53383,false
2024-10-30,direct,5,54082,false
2024-10-30,direct,3,33609,false
2024-10-30,booking_com,31,341000,false
2024-10-30,agoda,16,176000,false
2024-10-30,expedia,9,99000,false
2024-10-31,direct,3,33263,false
2024-10-31,direct,2,21906,false
2024-11-01,direct,3,33073,false
2024-11-01,direct,3,34472,false
2024-11-01,direct,3,33754,false
2024-11-02,direct,3,34035,false
2024-11-02,direct,4,41839,false
2024-11-02,direct,2,22427,false
2024-11-02,booking_com,40,440000,false
2024-11-02,agoda,20,220000,false
2024-11-02,expedia,12,132000,false
2024-11-03,direct,3,33723,false
2024-11-03,direct,4,43275,false
2024-11-03,direct,3,32336,false
2024-11-04,direct,4,43352,false
2024-11-04,direct,4,43924,false
2024-11-04,direct,2,21377,false
2024-11-04,phone,2,20240,false
2024-11-04,booking_com,40,440000,false
2024-11-04,agoda,20,220000,false
2024-11-04,expedia,12,132000,false
2024-11-05,direct,3,33234,false
2024-11-05,direct,2,22798,false
2024-11-05,direct,4,45440,false
2024-11-06,direct,2,21867,false
2024-11-06,direct,2,22684,false
2024-11-06,direct,2,21073,false
2024-11-06,booking_com,40,440000,false
2024-11-06,agoda,20,220000,false
2024-11-06,expedia,12,132000,false
2024-11-07,direct,2,22180,false
2024-11-07,direct,4,44479,false
2024-11-07,direct,4,41844,false
2024-11-08,direct,2,21866,false
2024-11-08,direct,2,21791,false
2024-11-08,direct,2,22574,false
2024-11-08,phone,2,20240,false
2024-11-08,booking_com,40,440000,false
2024-11-08,agoda,20,220000,false
2024-11-08,expedia,12,132000,false
2024-11-09,direct,4,45622,false
2024-11-09,direct,3,34439,false
2024-11-09,direct,5,56519,false
2024-11-10,direct,4,44775,false
2024-11-10,direct,4,42987,false
2024-11-10,direct,3,31830,false
2024-11-10,booking_com,40,440000,false
2024-11-10,agoda,20,220000,false
2024-11-10,expedia,12,132000,false
2024-11-11,direct,3,34136,false
2024-11-11,direct,4,44676,false
2024-11-11,direct,3,34084,false
2024-11-12,direct,3,33297,false
2024-11-12,direct,3,34063,false
2024-11-12,direct,2,22592,false
2024-11-12,phone,2,20240,false
2024-11-12,booking_com,40,440000,false
2024-11-12,agoda,20,220000,false
2024-11-12,expedia,12,132000,false
2024-11-13,direct,3,33472,false
2024-11-13,direct,3,32087,false
2024-11-13,direct,3,31731,false
2024-11-14,direct,4,44815,false
2024-11-14,direct,2,22332,false
2024-11-14,direct,2,22957,false
2024-11-14,booking_com,40,440000,false
2024-11-14,agoda,20,220000,false
2024-11-14,expedia,12,132000,false
2024-11-15,direct,3,33176,false
2024-11-15,direct,4,44784,false
2024-11-15,direct,3,34557,false
2024-11-16,direct,3,33781,false
2024-11-16,direct,4,45452,false
2024-11-16,direct,4,44003,false
2024-11-16,phone,2,20240,false
2024-11-16,booking_com,40,440000,false
2024-11-16,agoda,20,220000,false
2024-11-16,expedia,12,132000,false
2024-11-17,direct,4,44401,false
2024-11-17,direct,3,32930,false
2024-11-17,direct,3,31956,false
2024-11-18,direct,2,23037,false
2024-11-18,direct,2,22579,false
2024-11-18,direct,5,54069,false
2024-11-18,booking_com,40,440000,false
2024-11-18,agoda,20,220000,false
2024-11-18,expedia,12,132000,false
2024-11-19,direct,5,54084,false
2024-11-19,direct,3,31463,false
2024-11-19,direct,3,32326,false
2024-11-20,direct,4,43563,false
2024-11-20,direct,2,22781,false
2024-11-20,direct,4,45005,false
2024-11-20,phone,2,20240,false
2024-11-20,booking_com,40,440000,false
2024-11-20,agoda,20,220000,false
2024-11-20,expedia,12,132000,false
2024-11-21,direct,3,34151,false
2024-11-21,direct,5,56271,false
2024-11-21,direct,4,45045,false
2024-11-22,direct,4,44676,false
2024-11-22,direct,2,21287,false
2024-11-22,direct,4,42056,false
2024-11-22,booking_com,40,440000,false
2024-11-22,agoda,20,220000,false
2024-11-22,expedia,12,132000,false
2024-11-23,direct,2,22178,false
2024-11-23,direct,2,22292,false
2024-11-23,direct,4,45651,false
2024-11-24,direct,2,21837,false
2024-11-24,direct,3,32854,false
2024-11-24,direct,4,44946,false
2024-11-24,phone,2,20240,false
2024-11-24,booking_com,40,440000,false
2024-11-24,agoda,20,220000,false
2024-11-24,expedia,12,132000,false
2024-11-25,direct,4,45530,false
2024-11-25,direct,2,21015,false
2024-11-25,direct,5,52718,false
2024-11-26,direct,2,23002,false
2024-11-26,direct,2,22773,false
2024-11-26,direct,4,44164,false
2024-11-26,booking_com,40,440000,false
2024-11-26,agoda,20,220000,false
2024-11-26,expedia,12,132000,false
2024-11-27,direct,4,44849,false
2024-11-27,direct,4,44510,false
2024-11-27,direct,3,31949,false
2024-11-28,direct,4,44167,false
2024-11-28,direct,3,32671,false
2024-11-28,direct,4,44730,false
2024-11-28,phone,2,20240,false
2024-11-28,booking_com,40,440000,false
2024-11-28,agoda,20,220000,false
2024-11-28,expedia,12,132000,false
2024-11-29,direct,3,31669,false
2024-11-29,direct,3,32733,false
2024-11-29,direct,2,21221,false
2024-11-30,direct,4,45646,false
2024-11-30,direct,4,43227,false
2024-11-30,direct,4,43103,false
2024-11-30,booking_com,40,440000,false
2024-11-30,agoda,20,220000,false
2024-11-30,expedia,12,132000,false
2024-12-01,direct,4,41884,false
2024-12-01,direct,4,46162,false
2024-12-01,direct,4,45943,false
2024-12-01,direct,3,31833,false
2024-12-02,direct,3,34392,false
2024-12-02,direct,2,21003,false
2024-12-02,direct,4,41907,false
2024-12-02,direct,4,42293,false
2024-12-02,booking_com,48,528000,false
2024-12-02,agoda,24,264000,false
2024-12-02,expedia,15,165000,false
2024-12-03,direct,3,34576,false
2024-12-03,direct,4,45274,false
2024-12-03,direct,3,33491,false
2024-12-03,direct,2,21261,false
2024-12-04,direct,3,34514,false
2024-12-04,direct,4,44787,false
2024-12-04,direct,2,21035,false
2024-12-04,direct,4,45268,false
2024-12-04,phone,2,20240,false
2024-12-04,booking_com,48,528000,false
2024-12-04,agoda,24,264000,false
2024-12-04,expedia,15,165000,false
2024-12-05,direct,4,42564,false
2024-12-05,direct,3,32905,false
2024-12-05,direct,3,32927,false
2024-12-05,direct,4,44637,false
2024-12-06,direct,3,34317,false
2024-12-06,direct,3,31693,false
2024-12-06,direct,3,34567,false
2024-12-06,direct,2,22557,false
2024-12-06,booking_com,48,528000,false
2024-12-06,agoda,24,264000,false
2024-12-06,expedia,15,165000,false
2024-12-07,direct,2,22828,false
2024-12-07,direct,3,31400,false
2024-12-07,direct,3,34003,false
2024-12-07,direct,4,46194,false
2024-12-08,direct,3,32734,false
2024-12-08,direct,3,33438,false
2024-12-08,direct,4,44725,false
2024-12-08,direct,3,32749,false
2024-12-08,phone,2,20240,false
2024-12-08,booking_com,48,528000,false
2024-12-08,agoda,24,264000,false
2024-12-08,expedia,15,165000,false
2024-12-09,direct,3,34414,false
2024-12-09,direct,2,21225,false
2024-12-09,direct,4,42062,false
2024-12-09,direct,4,44298,false
2024-12-10,direct,2,21820,false
2024-12-10,direct,2,21714,false
2024-12-10,direct,3,32211,false
2024-12-10,direct,4,45255,false
2024-12-10,booking_com,48,528000,false
2024-12-10,agoda,24,264000,false
2024-12-10,expedia,15,165000,false
2024-12-11,direct,3,32857,false
2024-12-11,direct,4,43412,false
2024-12-11,direct,3,32341,false
2024-12-11,direct,3,34106,false
2024-12-12,direct,2,21499,false
2024-12-12,direct,4,44050,false
2024-12-12,direct,4,41868,false
2024-12-12,direct,3,31396,false
2024-12-12,phone,2,20240,false
2024-12-12,booking_com,48,528000,false
2024-12-12,agoda,24,264000,false
2024-12-12,expedia,15,165000,false
2024-12-13,direct,2,21590,false
2024-12-13,direct,2,22350,false
2024-12-13,direct,3,31831,false
2024-12-13,direct,4,42720,false
2024-12-14,direct,3,34266,false
2024-12-14,direct,2,23053,false
2024-12-14,direct,2,22594,false
2024-12-14,direct,4,43620,false
2024-12-14,booking_com,48,528000,false
2024-12-14,agoda,24,264000,false
2024-12-14,expedia,15,165000,false
2024-12-15,direct,2,21081,false
2024-12-15,direct,4,41950,false
2024-12-15,direct,3,33653,false
2024-12-15,direct,2,21881,false
2024-12-16,direct,3,32541,false
2024-12-16,direct,3,34351,false
2024-12-16,direct,3,33219,false
2024-12-16,direct,3,34610,false
2024-12-16,phone,2,20240,false
2024-12-16,booking_com,48,528000,false
2024-12-16,agoda,24,264000,false
2024-12-16,expedia,15,165000,false
2024-12-17,direct,4,45049,false
2024-12-17,direct,3,33189,false
2024-12-17,direct,4,45052,false
2024-12-17,direct,3,34603,false
2024-12-18,direct,2,22949,false
2024-12-18,direct,2,21472,false
2024-12-18,direct,3,31585,false
2024-12-18,direct,3,34020,false
2024-12-18,booking_com,48,528000,false
2024-12-18,agoda,24,264000,false
2024-12-18,expedia,15,165000,false
2024-12-19,direct,3,34055,false
2024-12-19,direct,3,33294,false
2024-12-19,direct,3,34432,false
2024-12-19,direct,4,42587,false
2024-12-20,direct,2,22793,false
2024-12-20,direct,2,22970,false
2024-12-20,direct,2,22821,false
2024-12-20,direct,2,22951,false
2024-12-20,phone,2,20240,false
2024-12-20,booking_com,48,528000,false
2024-12-20,agoda,24,264000,false
2024-12-20,expedia,15,165000,false
2024-12-21,direct,4,42377,false
2024-12-21,direct,2,21907,false
2024-12-21,direct,2,21523,false
2024-12-21,direct,4,45007,false
2024-12-22,direct,2,21177,false
2024-12-22,direct,3,31565,false
2024-12-22,direct,3,33497,false
2024-12-22,direct,2,21565,false
2024-12-22,booking_com,48,528000,false
2024-12-22,agoda,24,264000,false
2024-12-22,expedia,15,165000,false
2024-12-23,direct,3,34161,false
2024-12-23,direct,2,22182,false
2024-12-23,direct,3,34304,false
2024-12-23,direct,4,44705,false
2024-12-24,direct,4,46177,false
2024-12-24,direct,2,22794,false
2024-12-24,direct,2,22098,false
2024-12-24,direct,4,45475,false
2024-12-24,phone,2,20240,false
2024-12-24,booking_com,48,528000,false
2024-12-24,agoda,24,264000,false
2024-12-24,expedia,15,165000,false
2024-12-25,direct,4,42498,false
2024-12-25,direct,2,21664,false
2024-12-25,direct,3,31814,false
2024-12-25,direct,4,42593,false
2024-12-26,direct,3,32020,false
2024-12-26,direct,3,32434,false
2024-12-26,direct,4,44600,false
2024-12-26,direct,3,32489,false
2024-12-26,booking_com,48,528000,false
2024-12-26,agoda,24,264000,false
2024-12-26,expedia,15,165000,false
2024-12-27,direct,2,22284,false
2024-12-27,direct,2,21259,false
2024-12-27,direct,4,44680,false
2024-12-27,direct,3,33602,false
2024-12-28,direct,3,31610,false
2024-12-28,direct,2,21782,false
2024-12-28,direct,3,31814,false
2024-12-28,direct,3,34066,false
2024-12-28,phone,2,20240,false
2024-12-28,booking_com,48,528000,false
2024-12-28,agoda,24,264000,false
2024-12-28,expedia,15,165000,false
2024-12-29,direct,3,33514,false
2024-12-29,direct,3,33608,false
2024-12-29,direct,2,21076,false
2024-12-29,direct,3,34092,false
2024-12-30,direct,3,32524,false
2024-12-30,direct,2,22285,false
2024-12-30,direct,2,21252,false
2024-12-30,direct,4,42614,false
2024-12-30,booking_com,48,528000,false
2024-12-30,agoda,24,264000,false
2024-12-30,expedia,15,165000,false
2024-12-31,direct,3,33965,false
2024-12-31,direct,3,33040,false
2024-12-31,direct,3,33111,false
2024-12-31,direct,3,34000,false
2025-01-01,direct,2,23054,false
2025-01-01,direct,3,33863,false
2025-01-01,direct,2,22113,false
2025-01-01,direct,3,34164,false
2025-01-02,direct,2,21869,false
2025-01-02,direct,3,31817,false
2025-01-02,direct,3,33838,false
2025-01-02,direct,4,44525,false
2025-01-02,booking_com,46,506000,false
2025-01-02,agoda,23,253000,false
2025-01-02,expedia,14,154000,false
2025-01-03,direct,3,33506,false
2025-01-03,direct,3,32433,false
2025-01-03,direct,2,21987,false
2025-01-03,direct,4,42913,false
2025-01-04,direct,2,22905,false
2025-01-04,direct,4,43796,false
2025-01-04,direct,2,21666,false
2025-01-04,direct,2,21898,false
2025-01-04,phone,2,20240,false
2025-01-04,booking_com,46,506000,false
2025-01-04,agoda,23,253000,false
2025-01-04,expedia,14,154000,false
2025-01-05,direct,1,11525,false
2025-01-05,direct,1,10601,false
2025-01-05,direct,2,22942,false
2025-01-05,direct,3,32393,false
2025-01-06,direct,3,34161,false
2025-01-06,direct,2,22707,false
2025-01-06,direct,2,23007,false
2025-01-06,direct,3,32350,false
2025-01-06,booking_com,46,506000,false
2025-01-06,agoda,23,253000,false
2025-01-06,expedia,14,154000,false
2025-01-07,direct,2,22504,false
2025-01-07,direct,4,44977,false
2025-01-07,direct,1,10477,false
2025-01-07,direct,2,22842,false
2025-01-08,direct,4,44636,false
2025-01-08,direct,4,45978,false
2025-01-08,direct,3,32022,false
2025-01-08,direct,2,22769,false
2025-01-08,phone,2,20240,false
2025-01-08,booking_com,46,506000,false
2025-01-08,agoda,23,253000,false
2025-01-08,expedia,14,154000,false
2025-01-09,direct,3,32069,false
2025-01-09,direct,3,34644,false
2025-01-09,direct,4,42940,false
2025-01-09,direct,3,32184,false
2025-01-10,direct,4,46085,false
2025-01-10,direct,3,33128,false
2025-01-10,direct,2,21738,false
2025-01-10,direct,4,44071,false
2025-01-10,booking_com,46,506000,false
2025-01-10,agoda,23,253000,false
2025-01-10,expedia,14,154000,false
2025-01-11,direct,3,31661,false
2025-01-11,direct,3,32383,false
2025-01-11,direct,2,22726,false
2025-01-11,direct,2,21480,false
2025-01-12,direct,3,34247,false
2025-01-12,direct,3,33591,false
2025-01-12,direct,2,21071,false
2025-01-12,direct,3,33525,false
2025-01-12,phone,2,20240,false
2025-01-12,booking_com,46,506000,false
2025-01-12,agoda,23,253000,false
2025-01-12,expedia,14,154000,false
2025-01-13,direct,3,34411,false
2025-01-13,direct,3,34393,false
2025-01-13,direct,3,32357,false
2025-01-13,direct,4,41838,false
2025-01-14,direct,3,31690,false
2025-01-14,direct,3,31964,false
2025-01-14,direct,2,21399,false
2025-01-14,direct,4,42629,false
2025-01-14,booking_com,46,506000,false
2025-01-14,agoda,23,253000,false
2025-01-14,expedia,14,154000,false
2025-01-15,direct,2,22631,false
2025-01-15,direct,2,22806,false
2025-01-15,direct,2,22544,false
2025-01-15,direct,4,44157,false
2025-01-16,direct,3,32092,false
2025-01-16,direct,2,21175,false
2025-01-16,direct,2,22261,false
2025-01-16,direct,2,22683,false
2025-01-16,phone,2,20240,false
2025-01-16,booking_com,46,506000,false
2025-01-16,agoda,23,253000,false
2025-01-16,expedia,14,154000,false
2025-01-17,direct,2,21816,false
2025-01-17,direct,4,45290,false
2025-01-17,direct,3,32511,false
2025-01-17,direct,2,21471,false
2025-01-18,direct,4,43986,false
2025-01-18,direct,3,31892,false
2025-01-18,direct,3,33055,false
2025-01-18,direct,3,32422,false
2025-01-18,booking_com,46,506000,false
2025-01-18,agoda,23,253000,false
2025-01-18,expedia,14,154000,false
2025-01-19,direct,3,33569,false
2025-01-19,direct,3,33959,false
2025-01-19,direct,3,33042,false
2025-01-19,direct,2,21045,false
2025-01-20,direct,2,22008,false
2025-01-20,direct,3,33900,false
2025-01-20,direct,3,34374,false
2025-01-20,direct,3,33411,false
2025-01-20,phone,2,20240,false
2025-01-20,booking_com,46,506000,false
2025-01-20,agoda,23,253000,false
2025-01-20,expedia,14,154000,false
2025-01-21,direct,2,22879,false
2025-01-21,direct,2,22622,false
2025-01-21,direct,2,20950,false
2025-01-21,direct,3,33085,false
2025-01-22,direct,2,21918,false
2025-01-22,direct,4,42076,false
2025-01-22,direct,2,21193,false
2025-01-22,direct,3,32726,false
2025-01-22,booking_com,46,506000,false
2025-01-22,agoda,23,253000,false
2025-01-22,expedia,14,154000,false
2025-01-23,direct,2,22323,false
2025-01-23,direct,3,33741,false
2025-01-23,direct,2,22782,false
2025-01-23,direct,3,31674,false
2025-01-24,direct,3,34089,false
2025-01-24,direct,3,33553,false
2025-01-24,direct,1,11178,false
2025-01-24,direct,3,31928,false
2025-01-24,phone,2,20240,false
2025-01-24,booking_com,46,506000,false
2025-01-24,agoda,23,253000,false
2025-01-24,expedia,14,154000,false
2025-01-25,direct,3,32385,false
2025-01-25,direct,3,31371,false
2025-01-25,direct,3,34399,false
2025-01-25,direct,3,33012,false
2025-01-26,direct,3,33260,false
2025-01-26,direct,4,41977,false
2025-01-26,direct,3,32673,false
2025-01-26,direct,3,31793,false
2025-01-26,booking_com,46,506000,false
2025-01-26,agoda,23,253000,false
2025-01-26,expedia,14,154000,false
2025-01-27,direct,3,32914,false
2025-01-27,direct,3,33052,false
2025-01-27,direct,3,32511,false
2025-01-27,direct,3,31625,false
2025-01-28,direct,1,10823,false
2025-01-28,direct,3,33131,false
2025-01-28,direct,3,34567,false
2025-01-28,direct,3,33164,false
2025-01-28,phone,2,20240,false
2025-01-28,booking_com,46,506000,false
2025-01-28,agoda,23,253000,false
2025-01-28,expedia,14,154000,false
2025-01-29,direct,1,10864,false
2025-01-29,direct,2,21614,false
2025-01-29,direct,1,10691,false
2025-01-29,direct,3,32509,false
2025-01-30,direct,2,21609,false
2025-01-30,direct,2,20936,false
2025-01-30,direct,2,21458,false
2025-01-30,direct,4,43350,false
2025-01-30,booking_com,46,506000,false
2025-01-30,agoda,23,253000,false
2025-01-30,expedia,14,154000,false
2025-01-31,direct,1,10942,false
2025-01-31,direct,2,21486,false
2025-01-31,direct,4,44033,false
2025-01-31,direct,2,22682,false
2025-02-01,direct,3,32293,false
2025-02-01,direct,3,34128,false
2025-02-01,direct,4,43227,false
2025-02-02,direct,2,23040,false
2025-02-02,direct,3,33273,false
2025-02-02,direct,3,31380,false
2025-02-02,booking_com,40,440000,false
2025-02-02,agoda,21,231000,false
2025-02-02,expedia,12,132000,false
2025-02-03,direct,4,45202,false
2025-02-03,direct,4,44600,false
2025-02-03,direct,2,21153,false
2025-02-04,direct,3,33702,false
2025-02-04,direct,2,22355,false
2025-02-04,direct,2,21074,false
2025-02-04,phone,2,20240,false
2025-02-04,booking_com,40,440000,false
2025-02-04,agoda,21,231000,false
2025-02-04,expedia,12,132000,false
2025-02-05,direct,5,54091,false
2025-02-05,direct,2,22669,false
2025-02-05,direct,2,21355,false
2025-02-06,direct,4,42972,false
2025-02-06,direct,4,45905,false
2025-02-06,direct,4,44299,false
2025-02-06,booking_com,40,440000,false
2025-02-06,agoda,21,231000,false
2025-02-06,expedia,12,132000,false
2025-02-07,direct,2,22896,false
2025-02-07,direct,4,43615,false
2025-02-07,direct,2,22487,false
2025-02-08,direct,3,34042,false
2025-02-08,direct,2,21600,false
2025-02-08,direct,4,43265,false
2025-02-08,phone,2,20240,false
2025-02-08,booking_com,40,440000,false
2025-02-08,agoda,21,231000,false
2025-02-08,expedia,12,132000,false
2025-02-09,direct,3,33477,false
2025-02-09,direct,4,44885,false
2025-02-09,direct,3,33443,false
2025-02-10,direct,4,46127,false
2025-02-10,direct,4,46048,false
2025-02-10,direct,3,31755,false
2025-02-10,booking_com,40,440000,false
2025-02-10,agoda,21,231000,false
2025-02-10,expedia,12,132000,false
2025-02-11,direct,3,34149,false
2025-02-11,direct,3,32608,false
2025-02-11,direct,4,44493,false
2025-02-12,direct,2,22848,false
2025-02-12,direct,4,42042,false
2025-02-12,direct,4,42086,false
2025-02-12,phone,2,20240,false
2025-02-12,booking_com,40,440000,false
2025-02-12,agoda,21,231000,false
2025-02-12,expedia,12,132000,false
2025-02-13,direct,3,32856,false
2025-02-13,direct,3,32535,false
2025-02-13,direct,3,34477,false
2025-02-14,direct,4,43075,false
2025-02-14,direct,4,46138,false
2025-02-14,direct,5,55304,false
2025-02-14,booking_com,40,440000,false
2025-02-14,agoda,21,231000,false
2025-02-14,expedia,12,132000,false
2025-02-15,direct,4,46124,false
2025-02-15,direct,3,32765,false
2025-02-15,direct,3,33856,false
2025-02-16,direct,5,56225,false
2025-02-16,direct,4,43491,false
2025-02-16,direct,5,53041,false
2025-02-16,phone,2,20240,false
2025-02-16,booking_com,40,440000,false
2025-02-16,agoda,21,231000,false
2025-02-16,expedia,12,132000,false
2025-02-17,direct,3,34449,false
2025-02-17,direct,2,22890,false
2025-02-17,direct,3,33037,false
2025-02-18,direct,4,45966,false
2025-02-18,direct,4,46105,false
2025-02-18,direct,3,32237,false
2025-02-18,booking_com,40,440000,false
2025-02-18,agoda,21,231000,false
2025-02-18,expedia,12,132000,false
2025-02-19,direct,2,21405,false
2025-02-19,direct,2,23095,false
2025-02-19,direct,3,31499,false
2025-02-20,direct,3,32706,false
2025-02-20,direct,3,34403,false
2025-02-20,direct,4,44738,false
2025-02-20,phone,2,20240,false
2025-02-20,booking_com,40,440000,false
2025-02-20,agoda,21,231000,false
2025-02-20,expedia,12,132000,false
2025-02-21,direct,5,56914,false
2025-02-21,direct,4,42321,false
2025-02-21,direct,4,44349,false
2025-02-22,direct,3,32410,false
2025-02-22,direct,2,22399,false
2025-02-22,direct,2,21867,false
2025-02-22,booking_com,40,440000,false
2025-02-22,agoda,21,231000,false
2025-02-22,expedia,12,132000,false
2025-02-23,direct,3,34402,false
2025-02-23,direct,4,45070,false
2025-02-23,direct,2,21130,false
2025-02-24,direct,3,33152,false
2025-02-24,direct,2,22171,false
2025-02-24,direct,3,32705,false
2025-02-24,phone,2,20240,false
2025-02-24,booking_com,40,440000,false
2025-02-24,agoda,21,231000,false
2025-02-24,expedia,12,132000,false
2025-02-25,direct,4,42872,false
2025-02-25,direct,4,44934,false
2025-02-25,direct,3,32632,false
2025-02-26,direct,3,32601,false
2025-02-26,direct,3,32533,false
2025-02-26,direct,4,43095,false
2025-02-26,booking_com,40,440000,false
2025-02-26,agoda,21,231000,false
2025-02-26,expedia,12,132000,false
2025-02-27,direct,4,45150,false
2025-02-27,direct,3,33786,false
2025-02-27,direct,3,31937,false
2025-02-28,direct,2,22556,false
2025-02-28,direct,4,43873,false
2025-02-28,direct,5,54084,false
2025-02-28,phone,2,20240,false
2025-02-28,booking_com,40,440000,false
2025-02-28,agoda,21,231000,false
2025-02-28,expedia,12,132000,false
2025-03-01,direct,3,32369,false
2025-03-01,direct,3,33044,false
2025-03-01,direct,4,46062,false
2025-03-02,direct,2,21479,false
2025-03-02,direct,3,34220,false
2025-03-02,direct,3,33902,false
2025-03-02,booking_com,36,396000,false
2025-03-02,agoda,18,198000,false
2025-03-02,expedia,11,121000,false
2025-03-03,direct,3,33071,false
2025-03-03,direct,2,22988,false
2025-03-03,direct,2,21852,false
2025-03-04,direct,3,34293,false
2025-03-04,direct,2,21057,false
2025-03-04,direct,3,33912,false
2025-03-04,phone,2,20240,false
2025-03-04,booking_com,36,396000,false
2025-03-04,agoda,18,198000,false
2025-03-04,expedia,11,121000,false
2025-03-05,direct,3,32830,false
2025-03-05,direct,3,34543,false
2025-03-05,direct,3,32165,false
2025-03-06,direct,3,33784,false
2025-03-06,direct,2,22718,false
2025-03-06,direct,2,20934,false
2025-03-06,booking_com,36,396000,false
2025-03-06,agoda,18,198000,false
2025-03-06,expedia,11,121000,false
2025-03-07,direct,2,23030,false
2025-03-07,direct,2,21028,false
2025-03-07,direct,3,34185,false
2025-03-08,direct,2,21762,false
2025-03-08,direct,4,42114,false
2025-03-08,direct,3,33601,false
2025-03-08,phone,2,20240,false
2025-03-08,booking_com,36,396000,false
2025-03-08,agoda,18,198000,false
2025-03-08,expedia,11,121000,false
2025-03-09,direct,3,32706,false
2025-03-09,direct,2,23059,false
2025-03-09,direct,4,44151,false
2025-03-10,direct,3,33776,false
2025-03-10,direct,3,31895,false
2025-03-10,direct,2,22988,false
2025-03-10,booking_com,36,396000,false
2025-03-10,agoda,18,198000,false
2025-03-10,expedia,11,121000,false
2025-03-11,direct,3,32356,false
2025-03-11,direct,3,31488,false
2025-03-11,direct,3,32812,false
2025-03-12,direct,4,43223,false
2025-03-12,direct,4,45765,false
2025-03-12,direct,3,34081,false
2025-03-12,phone,2,20240,false
2025-03-12,booking_com,36,396000,false
2025-03-12,agoda,18,198000,false
2025-03-12,expedia,11,121000,false
2025-03-13,direct,2,22364,false
2025-03-13,direct,3,34490,false
2025-03-13,direct,2,22287,false
