date,channel_group,sessions,conversions,revenue_bdt
2025-01-06,referral,8,0.11,672
2025-01-07,organic_search,33,0.66,3960
2025-01-07,direct,14,0.4,2376
2025-01-07,referral,9,0.13,792
2025-01-08,organic_search,44,0.88,5280
2025-01-08,direct,19,0.53,3168
2025-01-08,referral,13,0.18,1056
2025-01-09,organic_search,37,0.74,4440
2025-01-09,direct,16,0.44,2664
2025-01-09,referral,11,0.15,888
2025-01-10,organic_search,35,0.7,4200
2025-01-10,direct,15,0.42,2520
2025-01-10,referral,10,0.14,840
2025-01-11,organic_search,38,0.76,4560
2025-01-11,direct,17,0.46,2736
2025-01-11,referral,11,0.15,912
2025-01-12,organic_search,33,0.66,3960
2025-01-12,direct,14,0.4,2376
2025-01-12,referral,9,0.13,792
2025-01-13,organic_search,34,0.68,4080
2025-01-13,direct,15,0.41,2448
2025-01-13,referral,10,0.14,816
2025-01-14,organic_search,31,0.62,3720
2025-01-14,direct,13,0.37,2232
2025-01-14,referral,9,0.12,744
2025-01-15,organic_search,43,0.86,5160
2025-01-15,direct,19,0.52,3096
2025-01-15,referral,12,0.17,1032
2025-01-16,organic_search,26,0.52,3120
2025-01-16,direct,11,0.31,1872
2025-01-16,referral,7,0.1,624
2025-01-17,organic_search,27,0.54,3240
2025-01-17,direct,12,0.32,1944
2025-01-17,referral,8,0.11,648
2025-01-18,organic_search,35,0.7,4200
2025-01-18,direct,15,0.42,2520
2025-01-18,referral,10,0.14,840
2025-01-19,organic_search,34,0.68,4080
2025-01-19,direct,15,0.41,2448
2025-01-19,referral,10,0.14,816
2025-01-20,organic_search,31,0.62,3720
2025-01-20,direct,13,0.37,2232
2025-01-20,referral,9,0.12,744
2025-01-21,organic_search,34,0.68,4080
2025-01-21,direct,15,0.41,2448
2025-01-21,referral,10,0.14,816
2025-01-22,organic_search,35,0.7,4200
2025-01-22,direct,15,0.42,2520
2025-01-22,referral,10,0.14,840
2025-01-23,organic_search,40,0.8,4800
2025-01-23,direct,18,0.48,2880
2025-01-23,referral,12,0.16,960
2025-01-24,organic_search,39,0.78,4680
2025-01-24,direct,17,0.47,2808
2025-01-24,referral,11,0.16,936
2025-01-25,organic_search,41,0.82,4920
2025-01-25,direct,18,0.49,2952
2025-01-25,referral,12,0.16,984
2025-01-26,organic_search,27,0.54,3240
2025-01-26,direct,12,0.32,1944
2025-01-26,referral,8,0.11,648
2025-01-27,organic_search,40,0.8,4800
2025-01-27,direct,18,0.48,2880
2025-01-27,referral,12,0.16,960
2025-01-28,organic_search,30,0.6,3600
2025-01-28,direct,13,0.36,2160
2025-01-28,referral,9,0.12,720
2025-01-29,organic_search,34,0.68,4080
2025-01-29,direct,15,0.41,2448
2025-01-29,referral,10,0.14,816
2025-01-30,organic_search,30,0.6,3600
2025-01-30,direct,13,0.36,2160
2025-01-30,referral,9,0.12,720
2025-01-31,organic_search,28,0.56,3360
2025-01-31,direct,12,0.34,2016
2025-01-31,referral,8,0.11,672
2025-02-01,organic_search,36,0.72,4320
2025-02-01,direct,16,0.43,2592
2025-02-01,referral,10,0.14,864
2025-02-02,organic_search,32,0.64,3840
2025-02-02,direct,14,0.38,2304
2025-02-02,referral,9,0.13,768
2025-02-03,organic_search,31,0.62,3720
2025-02-03,direct,13,0.37,2232
2025-02-03,referral,9,0.12,744
2025-02-04,organic_search,30,0.6,3600
2025-02-04,direct,13,0.36,2160
2025-02-04,referral,9,0.12,720
2025-02-05,organic_search,38,0.76,4560
2025-02-05,direct,17,0.46,2736
2025-02-05,referral,11,0.15,912
2025-02-06,organic_search,30,0.6,3600
2025-02-06,direct,13,0.36,2160
2025-02-06,referral,9,0.12,720
2025-02-07,organic_search,26,0.52,3120
2025-02-07,direct,11,0.31,1872
2025-02-07,referral,7,0.1,624
2025-02-08,organic_search,31,0.62,3720
2025-02-08,direct,13,0.37,2232
2025-02-08,referral,9,0.12,744
2025-02-09,organic_search,35,0.7,4200
2025-02-09,direct,15,0.42,2520
2025-02-09,referral,10,0.14,840
2025-02-10,organic_search,35,0.7,4200
2025-02-10,direct,15,0.42,2520
2025-02-10,referral,10,0.14,840
2025-02-11,organic_search,29,0.58,3480
2025-02-11,direct,13,0.35,2088
2025-02-11,referral,8,0.12,696
2025-02-12,organic_search,39,0.78,4680
2025-02-12,direct,17,0.47,2808
2025-02-12,referral,11,0.16,936
2025-02-13,organic_search,33,0.66,3960
2025-02-13,direct,14,0.4,2376
2025-02-13,referral,9,0.13,792
2025-02-14,organic_search,39,0.78,4680
2025-02-14,direct,17,0.47,2808
2025-02-14,referral,11,0.16,936
2025-02-15,organic_search,34,0.68,4080
2025-02-15,direct,15,0.41,2448
2025-02-15,referral,10,0.14,816
2025-02-16,organic_search,24,0.48,2880
2025-02-16,direct,10,0.29,1728
2025-02-16,referral,7,0.1,576
2025-02-17,organic_search,34,0.68,4080
2025-02-17,direct,15,0.41,2448
2025-02-17,referral,10,0.14,816
2025-02-18,organic_search,26,0.52,3120
2025-02-18,direct,11,0.31,1872
2025-02-18,referral,7,0.1,624
2025-02-19,organic_search,41,0.82,4920
2025-02-19,direct,18,0.49,2952
2025-02-19,referral,12,0.16,984
2025-02-20,organic_search,30,0.6,3600
2025-02-20,direct,13,0.36,2160
2025-02-20,referral,9,0.12,720
2025-02-21,organic_search,33,0.66,3960
2025-02-21,direct,14,0.4,2376
2025-02-21,referral,9,0.13,792
2025-02-22,organic_search,30,0.6,3600
2025-02-22,direct,13,0.36,2160
2025-02-22,referral,9,0.12,720
2025-02-23,organic_search,36,0.72,4320
2025-02-23,direct,16,0.43,2592
2025-02-23,referral,10,0.14,864
2025-02-24,organic_search,35,0.7,4200
2025-02-24,direct,15,0.42,2520
2025-02-24,referral,10,0.14,840
2025-02-25,organic_search,24,0.48,2880
2025-02-25,direct,10,0.29,1728
2025-02-25,referral,7,0.1,576
2025-02-26,organic_search,40,0.8,4800
2025-02-26,direct,18,0.48,2880
2025-02-26,referral,12,0.16,960
2025-02-27,organic_search,35,0.7,4200
2025-02-27,direct,15,0.42,2520
2025-02-27,referral,10,0.14,840
2025-02-28,organic_search,32,0.64,3840
2025-02-28,direct,14,0.38,2304
2025-02-28,referral,9,0.13,768
2025-03-01,organic_search,21,0.42,2520
2025-03-01,direct,9,0.25,1512
2025-03-01,referral,6,0.08,504
2025-03-02,organic_search,27,0.54,3240
2025-03-02,direct,12,0.32,1944
2025-03-02,referral,8,0.11,648
2025-03-03,organic_search,33,0.66,3960
2025-03-03,direct,14,0.4,2376
2025-03-03,referral,9,0.13,792
2025-03-04,organic_search,29,0.58,3480
2025-03-04,direct,13,0.35,2088
2025-03-04,referral,8,0.12,696
2025-03-05,organic_search,34,0.68,4080
2025-03-05,direct,15,0.41,2448
2025-03-05,referral,10,0.14,816
2025-03-06,organic_search,32,0.64,3840
2025-03-06,direct,14,0.38,2304
2025-03-06,referral,9,0.13,768
2025-03-07,organic_search,28,0.56,3360
2025-03-07,direct,12,0.34,2016
2025-03-07,referral,8,0.11,672
2025-03-08,organic_search,24,0.48,2880
2025-03-08,direct,10,0.29,1728
2025-03-08,referral,7,0.1,576
2025-03-09,organic_search,33,0.66,3960
2025-03-09,direct,14,0.4,2376
2025-03-09,referral,9,0.13,792
2025-03-10,organic_search,25,0.5,3000
2025-03-10,direct,11,0.3,1800
2025-03-10,referral,7,0.1,600
2025-03-11,organic_search,34,0.68,4080
2025-03-11,direct,15,0.41,2448
2025-03-11,referral,10,0.14,816
2025-03-12,organic_search,34,0.68,4080
2025-03-12,direct,15,0.41,2448
2025-03-12,referral,10,0.14,816
2025-03-13,organic_search,22,0.44,2640
2025-03-13,direct,9,0.26,1584
2025-03-13,referral,6,0.09,528
2025-03-14,organic_search,25,0.5,3000
2025-03-14,direct,11,0.3,1800
2025-03-14,referral,7,0.1,600
2025-03-15,organic_search,21,0.42,2520
2025-03-15,direct,9,0.25,1512
2025-03-15,referral,6,0.08,504
2025-03-16,organic_search,30,0.6,3600
2025-03-16,direct,13,0.36,2160
2025-03-16,referral,9,0.12,720
2025-03-17,organic_search,28,0.56,3360
2025-03-17,direct,12,0.34,2016
2025-03-17,referral,8,0.11,672
2025-03-18,organic_search,32,0.64,3840
2025-03-18,direct,14,0.38,2304
2025-03-18,referral,9,0.13,768
2025-03-19,organic_search,24,0.48,2880
2025-03-19,direct,10,0.29,1728
2025-03-19,referral,7,0.1,576
2025-03-20,organic_search,32,0.64,3840
2025-03-20,direct,14,0.38,2304
2025-03-20,referral,9,0.13,768
2025-03-21,organic_search,27,0.54,3240
2025-03-21,direct,12,0.32,1944
2025-03-21,referral,8,0.11,648
2025-03-22,organic_search,29,0.58,3480
2025-03-22,direct,13,0.35,2088
2025-03-22,referral,8,0.12,696
2025-03-23,organic_search,34,0.68,4080
2025-03-23,direct,15,0.41,2448
2025-03-23,referral,10,0.14,816
2025-03-24,organic_search,28,0.56,3360
2025-03-24,direct,12,0.34,2016
2025-03-24,referral,8,0.11,672
2025-03-25,organic_search,32,0.64,3840
2025-03-25,direct,14,0.38,2304
2025-03-25,referral,9,0.13,768
2025-03-26,organic_search,21,0.42,2520
2025-03-26,direct,9,0.25,1512
2025-03-26,referral,6,0.08,504
2025-03-27,organic_search,32,0.64,3840
2025-03-27,direct,14,0.38,2304
2025-03-27,referral,9,0.13,768
2025-03-28,organic_search,34,0.68,4080
2025-03-28,direct,15,0.41,2448
2025-03-28,referral,10,0.14,816
2025-03-29,organic_search,34,0.68,4080
2025-03-29,direct,15,0.41,2448
2025-03-29,referral,10,0.14,816
2025-03-30,organic_search,25,0.5,3000
2025-03-30,direct,11,0.3,1800
2025-03-30,referral,7,0.1,600
2025-03-31,organic_search,26,0.52,3120
2025-03-31,direct,11,0.31,1872
2025-03-31,referral,7,0.1,624
2025-04-01,organic_search,29,0.58,3480
2025-04-01,direct,13,0.35,2088
2025-04-01,referral,8,0.12,696
2025-04-02,organic_search,18,0.36,2160
2025-04-02,direct,8,0.22,1296
2025-04-02,referral,5,0.07,432
2025-04-03,organic_search,18,0.36,2160
2025-04-03,direct,8,0.22,1296
2025-04-03,referral,5,0.07,432
2025-04-04,organic_search,24,0.48,2880
2025-04-04,direct,10,0.29,1728
2025-04-04,referral,7,0.1,576
2025-04-05,organic_search,22,0.44,2640
2025-04-05,direct,9,0.26,1584
2025-04-05,referral,6,0.09,528
2025-04-06,organic_search,26,0.52,3120
2025-04-06,direct,11,0.31,1872
2025-04-06,referral,7,0.1,624
2025-04-07,organic_search,24,0.48,2880
2025-04-07,direct,10,0.29,1728
2025-04-07,referral,7,0.1,576
2025-04-08,organic_search,22,0.44,2640
2025-04-08,direct,9,0.26,1584
2025-04-08,referral,6,0.09,528
2025-04-09,organic_search,28,0.56,3360
2025-04-09,direct,12,0.34,2016
2025-04-09,referral,8,0.11,672
2025-04-10,organic_search,27,0.54,3240
2025-04-10,direct,12,0.32,1944
2025-04-10,referral,8,0.11,648
2025-04-11,organic_search,18,0.36,2160
2025-04-11,direct,8,0.22,1296
2025-04-11,referral,5,0.07,432
2025-04-12,organic_search,20,0.4,2400
2025-04-12,direct,9,0.24,1440
2025-04-12,referral,6,0.08,480
2025-04-13,organic_search,19,0.38,2280
2025-04-13,direct,8,0.23,1368
2025-04-13,referral,5,0.08,456
2025-04-14,organic_search,28,0.56,3360
2025-04-14,direct,12,0.34,2016
2025-04-14,referral,8,0.11,672
2025-04-15,organic_search,20,0.4,2400
2025-04-15,direct,9,0.24,1440
2025-04-15,referral,6,0.08,480
2025-04-16,organic_search,27,0.54,3240
2025-04-16,direct,12,0.32,1944
2025-04-16,referral,8,0.11,648
2025-04-17,organic_search,28,0.56,3360
2025-04-17,direct,12,0.34,2016
2025-04-17,referral,8,0.11,672
2025-04-18,organic_search,19,0.38,2280
2025-04-18,direct,8,0.23,1368
2025-04-18,referral,5,0.08,456
2025-04-19,organic_search,28,0.56,3360
2025-04-19,direct,12,0.34,2016
2025-04-19,referral,8,0.11,672
2025-04-20,organic_search,18,0.36,2160
2025-04-20,direct,8,0.22,1296
2025-04-20,referral,5,0.07,432
2025-04-21,organic_search,21,0.42,2520
2025-04-21,direct,9,0.25,1512
2025-04-21,referral,6,0.08,504
2025-04-22,organic_search,29,0.58,3480
2025-04-22,direct,13,0.35,2088
2025-04-22,referral,8,0.12,696
2025-04-23,organic_search,23,0.46,2760
2025-04-23,direct,10,0.28,1656
2025-04-23,referral,6,0.09,552
2025-04-24,organic_search,29,0.58,3480
2025-04-24,direct,13,0.35,2088
2025-04-24,referral,8,0.12,696
2025-04-25,organic_search,21,0.42,2520
2025-04-25,direct,9,0.25,1512
2025-04-25,referral,6,0.08,504
2025-04-26,organic_search,24,0.48,2880
2025-04-26,direct,10,0.29,1728
2025-04-26,referral,7,0.1,576
2025-04-27,organic_search,24,0.48,2880
2025-04-27,direct,10,0.29,1728
2025-04-27,referral,7,0.1,576
2025-04-28,organic_search,25,0.5,3000
2025-04-28,direct,11,0.3,1800
2025-04-28,referral,7,0.1,600
2025-04-29,organic_search,22,0.44,2640
2025-04-29,direct,9,0.26,1584
2025-04-29,referral,6,0.09,528
2025-04-30,organic_search,26,0.52,3120
2025-04-30,direct,11,0.31,1872
2025-04-30,referral,7,0.1,624
2025-05-01,organic_search,24,0.48,2880
2025-05-01,direct,10,0.29,1728
2025-05-01,referral,7,0.1,576
2025-05-02,organic_search,22,0.44,2640
2025-05-02,direct,9,0.26,1584
2025-05-02,referral,6,0.09,528
2025-05-03,organic_search,21,0.42,2520
2025-05-03,direct,9,0.25,1512
2025-05-03,referral,6,0.08,504
2025-05-04,organic_search,24,0.48,2880
2025-05-04,direct,10,0.29,1728
2025-05-04,referral,7,0.1,576
2025-05-05,organic_search,18,0.36,2160
2025-05-05,direct,8,0.22,1296
2025-05-05,referral,5,0.07,432
2025-05-06,organic_search,18,0.36,2160
2025-05-06,direct,8,0.22,1296
2025-05-06,referral,5,0.07,432
2025-05-07,organic_search,19,0.38,2280
2025-05-07,direct,8,0.23,1368
2025-05-07,referral,5,0.08,456
2025-05-08,organic_search,24,0.48,2880
2025-05-08,direct,10,0.29,1728
2025-05-08,referral,7,0.1,576
2025-05-09,organic_search,20,0.4,2400
2025-05-09,direct,9,0.24,1440
2025-05-09,referral,6,0.08,480
2025-05-10,organic_search,20,0.4,2400
2025-05-10,direct,9,0.24,1440
2025-05-10,referral,6,0.08,480
2025-05-11,organic_search,25,0.5,3000
2025-05-11,direct,11,0.3,1800
2025-05-11,referral,7,0.1,600
2025-05-12,organic_search,18,0.36,2160
2025-05-12,direct,8,0.22,1296
2025-05-12,referral,5,0.07,432
2025-05-13,organic_search,25,0.5,3000
2025-05-13,direct,11,0.3,1800
2025-05-13,referral,7,0.1,600
2025-05-14,organic_search,24,0.48,2880
2025-05-14,direct,10,0.29,1728
2025-05-14,referral,7,0.1,576
2025-05-15,organic_search,21,0.42,2520
2025-05-15,direct,9,0.25,1512
2025-05-15,referral,6,0.08,504
2025-05-16,organic_search,22,0.44,2640
2025-05-16,direct,9,0.26,1584
2025-05-16,referral,6,0.09,528
2025-05-17,organic_search,22,0.44,2640
2025-05-17,direct,9,0.26,1584
2025-05-17,referral,6,0.09,528
2025-05-18,organic_search,23,0.46,2760
2025-05-18,direct,10,0.28,1656
2025-05-18,referral,6,0.09,552
2025-05-19,organic_search,23,0.46,2760
2025-05-19,direct,10,0.28,1656
2025-05-19,referral,6,0.09,552
2025-05-20,organic_search,16,0.32,1920
2025-05-20,direct,7,0.19,1152
2025-05-20,referral,4,0.06,384
2025-05-21,organic_search,21,0.42,2520
2025-05-21,direct,9,0.25,1512
2025-05-21,referral,6,0.08,504
2025-05-22,organic_search,22,0.44,2640
2025-05-22,direct,9,0.26,1584
2025-05-22,referral,6,0.09,528
2025-05-23,organic_search,20,0.4,2400
2025-05-23,direct,9,0.24,1440
2025-05-23,referral,6,0.08,480
2025-05-24,organic_search,16,0.32,1920
2025-05-24,direct,7,0.19,1152
2025-05-24,referral,4,0.06,384
2025-05-25,organic_search,16,0.32,1920
2025-05-25,direct,7,0.19,1152
2025-05-25,referral,4,0.06,384
2025-05-26,organic_search,19,0.38,2280
2025-05-26,direct,8,0.23,1368
2025-05-26,referral,5,0.08,456
2025-05-27,organic_search,17,0.34,2040
2025-05-27,direct,7,0.2,1224
2025-05-27,referral,5,0.07,408
2025-05-28,organic_search,18,0.36,2160
2025-05-28,direct,8,0.22,1296
2025-05-28,referral,5,0.07,432
2025-05-29,organic_search,18,0.36,2160
