date,channel,room_nights,revenue_bdt,campaign_attributed
2024-11-11,direct,3,17526,false
2024-11-11,direct,2,12529,false
2024-11-11,direct,3,17637,false
2024-11-11,direct,3,17683,false
2024-11-11,direct,3,17547,false
2024-11-12,direct,3,18285,false
2024-11-12,direct,3,18247,false
2024-11-12,direct,2,11675,false
2024-11-12,direct,2,12302,false
2024-11-12,direct,1,5952,false
2024-11-12,direct,2,12095,false
2024-11-12,direct,2,11404,false
2024-11-12,phone,2,11040,false
2024-11-12,booking_com,88,528000,false
2024-11-12,agoda,45,270000,false
2024-11-12,expedia,27,162000,false
2024-11-13,direct,1,6164,false
2024-11-13,direct,3,18283,false
2024-11-13,direct,3,17303,false
2024-11-13,direct,3,17921,false
2024-11-13,direct,4,23768,false
2024-11-13,direct,3,18135,false
2024-11-13,direct,1,6259,false
2024-11-14,direct,3,17436,false
2024-11-14,direct,3,18400,false
2024-11-14,direct,4,25005,false
2024-11-14,direct,2,12035,false
2024-11-14,direct,3,18353,false
2024-11-14,direct,3,18460,false
2024-11-14,direct,3,17256,false
2024-11-14,booking_com,88,528000,false
2024-11-14,agoda,45,270000,false
2024-11-14,expedia,27,162000,false
2024-11-15,direct,3,17240,false
2024-11-15,direct,3,17579,false
2024-11-15,direct,2,11898,false
2024-11-15,direct,3,17713,false
2024-11-15,direct,2,12420,false
2024-11-15,direct,2,12085,false
2024-11-15,direct,3,17406,false
2024-11-16,direct,3,18876,false
2024-11-16,direct,2,11527,false
2024-11-16,direct,2,11747,false
2024-11-16,direct,4,24594,false
2024-11-16,direct,2,11496,false
2024-11-16,direct,3,18714,false
2024-11-16,direct,2,12138,false
2024-11-16,phone,2,11040,false
2024-11-16,booking_com,88,528000,false
2024-11-16,agoda,45,270000,false
2024-11-16,expedia,27,162000,false
2024-11-17,direct,2,11416,false
2024-11-17,direct,3,17156,false
2024-11-17,direct,2,11877,false
2024-11-17,direct,2,11492,false
2024-11-17,direct,3,18668,false
2024-11-17,direct,1,5804,false
2024-11-17,direct,2,11807,false
2024-11-18,direct,4,25115,false
2024-11-18,direct,2,11569,false
2024-11-18,direct,3,18489,false
2024-11-18,direct,3,18098,false
2024-11-18,direct,2,12263,false
2024-11-18,direct,3,17808,false
2024-11-18,direct,2,11948,false
2024-11-18,booking_com,88,528000,false
2024-11-18,agoda,45,270000,false
2024-11-18,expedia,27,162000,false
2024-11-19,direct,4,24134,false
2024-11-19,direct,3,18209,false
2024-11-19,direct,2,12025,false
2024-11-19,direct,2,11683,false
2024-11-19,direct,3,17771,false
2024-11-19,direct,3,17619,false
2024-11-19,direct,3,18188,false
2024-11-20,direct,2,12306,false
2024-11-20,direct,2,11830,false
2024-11-20,direct,2,11556,false
2024-11-20,direct,3,18485,false
2024-11-20,direct,4,24541,false
2024-11-20,direct,2,12161,false
2024-11-20,direct,2,12011,false
2024-11-20,phone,2,11040,false
2024-11-20,booking_com,88,528000,false
2024-11-20,agoda,45,270000,false
2024-11-20,expedia,27,162000,false
2024-11-21,direct,2,12274,false
2024-11-21,direct,2,12543,false
2024-11-21,direct,3,17924,false
2024-11-21,direct,2,12137,false
2024-11-21,direct,3,18640,false
2024-11-21,direct,4,23679,false
2024-11-21,direct,4,24642,false
2024-11-22,direct,4,24325,false
2024-11-22,direct,3,17834,false
2024-11-22,direct,3,17820,false
2024-11-22,direct,4,23066,false
2024-11-22,direct,3,17803,false
2024-11-22,direct,4,25175,false
2024-11-22,direct,2,12186,false
2024-11-22,booking_com,88,528000,false
2024-11-22,agoda,45,270000,false
2024-11-22,expedia,27,162000,false
2024-11-23,direct,3,17677,false
2024-11-23,direct,2,11970,false
2024-11-23,direct,2,12532,false
2024-11-23,direct,2,11810,false
2024-11-23,direct,2,12044,false
2024-11-23,direct,3,18639,false
2024-11-23,direct,3,17451,false
2024-11-24,direct,2,12360,false
2024-11-24,direct,4,23251,false
2024-11-24,direct,2,12152,false
2024-11-24,direct,4,23749,false
2024-11-24,direct,1,6132,false
2024-11-24,direct,2,12324,false
2024-11-24,direct,3,17283,false
2024-11-24,phone,2,11040,false
2024-11-24,booking_com,88,528000,false
2024-11-24,agoda,45,270000,false
2024-11-24,expedia,27,162000,false
2024-11-25,direct,2,12591,false
2024-11-25,direct,2,12265,false
2024-11-25,direct,3,18768,false
2024-11-25,direct,2,11588,false
2024-11-25,direct,2,12405,false
2024-11-25,direct,3,17927,false
2024-11-25,direct,2,12061,false
2024-11-26,direct,2,12316,false
2024-11-26,direct,3,18884,false
2024-11-26,direct,2,12449,false
2024-11-26,direct,2,11457,false
2024-11-26,direct,1,5997,false
2024-11-26,direct,1,6067,false
2024-11-26,direct,2,11904,false
2024-11-26,booking_com,88,528000,false
2024-11-26,agoda,45,270000,false
2024-11-26,expedia,27,162000,false
2024-11-27,direct,2,11622,false
2024-11-27,direct,3,17200,false
2024-11-27,direct,3,17205,false
2024-11-27,direct,3,17615,false
2024-11-27,direct,2,12438,false
2024-11-27,direct,3,18268,false
2024-11-27,direct,2,11470,false
2024-11-28,direct,2,12262,false
2024-11-28,direct,3,18655,false
2024-11-28,direct,2,11732,false
2024-11-28,direct,3,17600,false
2024-11-28,direct,2,12121,false
2024-11-28,direct,4,25131,false
2024-11-28,direct,2,11452,false
2024-11-28,phone,2,11040,false
2024-11-28,booking_com,88,528000,false
2024-11-28,agoda,45,270000,false
2024-11-28,expedia,27,162000,false
2024-11-29,direct,4,23952,false
2024-11-29,direct,2,12420,false
2024-11-29,direct,3,17734,false
2024-11-29,direct,2,11874,false
2024-11-29,direct,3,18185,false
2024-11-29,direct,3,18345,false
2024-11-29,direct,3,18387,false
2024-11-30,direct,2,11806,false
2024-11-30,direct,2,11784,false
2024-11-30,direct,2,12514,false
2024-11-30,direct,2,12493,false
2024-11-30,direct,1,6042,false
2024-11-30,direct,3,17837,false
2024-11-30,direct,3,17611,false
2024-11-30,booking_com,88,528000,false
2024-11-30,agoda,45,270000,false
2024-11-30,expedia,27,162000,false
2024-12-01,direct,2,12060,false
2024-12-01,direct,3,18510,false
2024-12-01,direct,2,12004,false
2024-12-01,direct,3,18129,false
2024-12-01,direct,3,18217,false
2024-12-01,direct,2,11586,false
2024-12-01,direct,4,23480,false
2024-12-02,direct,4,24599,false
2024-12-02,direct,2,12181,false
2024-12-02,direct,4,24356,false
2024-12-02,direct,2,12033,false
2024-12-02,direct,4,24066,false
2024-12-02,direct,3,17125,false
2024-12-02,direct,4,24557,false
2024-12-02,booking_com,90,540000,false
2024-12-02,agoda,46,276000,false
2024-12-02,expedia,28,168000,false
2024-12-03,direct,2,11991,false
2024-12-03,direct,2,11619,false
2024-12-03,direct,3,18805,false
2024-12-03,direct,3,18352,false
2024-12-03,direct,4,23421,false
2024-12-03,direct,3,17543,false
2024-12-03,direct,4,23621,false
2024-12-04,direct,3,17323,false
2024-12-04,direct,3,18229,false
2024-12-04,direct,2,12213,false
2024-12-04,direct,1,6040,false
2024-12-04,direct,2,12190,false
2024-12-04,direct,2,11857,false
2024-12-04,direct,2,12462,false
2024-12-04,phone,2,11040,false
2024-12-04,booking_com,90,540000,false
2024-12-04,agoda,46,276000,false
2024-12-04,expedia,28,168000,false
2024-12-05,direct,2,12486,false
2024-12-05,direct,3,18412,false
2024-12-05,direct,3,18378,false
2024-12-05,direct,2,11990,false
2024-12-05,direct,2,11410,false
2024-12-05,direct,2,12465,false
2024-12-05,direct,4,23447,false
2024-12-06,direct,3,18416,false
2024-12-06,direct,1,5729,false
2024-12-06,direct,3,18208,false
2024-12-06,direct,3,18307,false
2024-12-06,direct,3,18343,false
2024-12-06,direct,3,18075,false
2024-12-06,direct,2,11762,false
2024-12-06,booking_com,90,540000,false
2024-12-06,agoda,46,276000,false
2024-12-06,expedia,28,168000,false
2024-12-07,direct,2,12488,false
2024-12-07,direct,3,18656,false
2024-12-07,direct,3,17171,false
2024-12-07,direct,2,11626,false
2024-12-07,direct,1,6150,false
2024-12-07,direct,3,18225,false
2024-12-07,direct,3,17113,false
2024-12-08,direct,2,12109,false
2024-12-08,direct,2,12194,false
2024-12-08,direct,4,24375,false
2024-12-08,direct,3,17289,false
2024-12-08,direct,1,5977,false
2024-12-08,direct,3,17192,false
2024-12-08,direct,3,18291,false
2024-12-08,phone,2,11040,false
2024-12-08,booking_com,90,540000,false
2024-12-08,agoda,46,276000,false
2024-12-08,expedia,28,168000,false
2024-12-09,direct,1,5917,false
2024-12-09,direct,3,18112,false
2024-12-09,direct,3,17451,false
2024-12-09,direct,3,18793,false
2024-12-09,direct,2,12307,false
2024-12-09,direct,2,11982,false
2024-12-09,direct,3,17293,false
2024-12-10,direct,1,5781,false
2024-12-10,direct,2,12198,false
2024-12-10,direct,2,11767,false
2024-12-10,direct,2,11600,false
2024-12-10,direct,2,12326,false
2024-12-10,direct,2,11743,false
2024-12-10,direct,2,11687,false
2024-12-10,booking_com,90,540000,false
2024-12-10,agoda,46,276000,false
2024-12-10,expedia,28,168000,false
2024-12-11,direct,3,17280,false
2024-12-11,direct,4,23566,false
2024-12-11,direct,3,18234,false
2024-12-11,direct,3,17492,false
2024-12-11,direct,2,11939,false
2024-12-11,direct,3,17427,false
2024-12-11,direct,2,11908,false
2024-12-12,direct,3,18242,false
2024-12-12,direct,3,17391,false
2024-12-12,direct,3,17466,false
2024-12-12,direct,2,12561,false
2024-12-12,direct,2,11814,false
2024-12-12,direct,1,5775,false
2024-12-12,direct,3,17663,false
2024-12-12,phone,2,11040,false
2024-12-12,booking_com,90,540000,false
2024-12-12,agoda,46,276000,false
2024-12-12,expedia,28,168000,false
2024-12-13,direct,3,17881,false
2024-12-13,direct,3,17989,false
2024-12-13,direct,3,18663,false
2024-12-13,direct,2,12124,false
2024-12-13,direct,3,18480,false
2024-12-13,direct,2,12296,false
2024-12-13,direct,2,12317,false
2024-12-14,direct,2,12061,false
2024-12-14,direct,3,18540,false
2024-12-14,direct,3,18119,false
2024-12-14,direct,4,25077,false
2024-12-14,direct,3,17983,false
2024-12-14,direct,4,24181,false
2024-12-14,direct,4,24695,false
2024-12-14,booking_com,90,540000,false
2024-12-14,agoda,46,276000,false
2024-12-14,expedia,28,168000,false
2024-12-15,direct,3,18488,false
2024-12-15,direct,3,17928,false
2024-12-15,direct,1,6083,false
2024-12-15,direct,3,17844,false
2024-12-15,direct,4,23481,false
2024-12-15,direct,1,5933,false
2024-12-15,direct,3,17190,false
2024-12-16,direct,3,17299,false
2024-12-16,direct,4,24025,false
2024-12-16,direct,4,23462,false
2024-12-16,direct,3,17869,false
2024-12-16,direct,3,18384,false
2024-12-16,direct,2,12562,false
2024-12-16,direct,3,17451,false
2024-12-16,phone,2,11040,false
2024-12-16,booking_com,90,540000,false
2024-12-16,agoda,46,276000,false
2024-12-16,expedia,28,168000,false
2024-12-17,direct,3,17986,false
2024-12-17,direct,4,24955,false
2024-12-17,direct,3,17936,false
2024-12-17,direct,2,12390,false
2024-12-17,direct,4,23605,false
2024-12-17,direct,3,17897,false
2024-12-17,direct,2,12053,false
2024-12-18,direct,2,11451,false
2024-12-18,direct,2,12110,false
2024-12-18,direct,2,12292,false
2024-12-18,direct,2,11535,false
2024-12-18,direct,2,11624,false
2024-12-18,direct,2,11905,false
2024-12-18,direct,3,18815,false
2024-12-18,booking_com,90,540000,false
2024-12-18,agoda,46,276000,false
2024-12-18,expedia,28,168000,false
2024-12-19,direct,3,17192,false
2024-12-19,direct,2,11900,false
2024-12-19,direct,1,5796,false
2024-12-19,direct,1,6223,false
2024-12-19,direct,4,24040,false
2024-12-19,direct,3,17940,false
2024-12-19,direct,2,11406,false
2024-12-20,direct,3,17950,false
2024-12-20,direct,1,6041,false
2024-12-20,direct,3,18202,false
2024-12-20,direct,3,17908,false
2024-12-20,direct,2,12301,false
2024-12-20,direct,4,24990,false
2024-12-20,direct,2,12040,false
2024-12-20,phone,2,11040,false
2024-12-20,booking_com,90,540000,false
2024-12-20,agoda,46,276000,false
2024-12-20,expedia,28,168000,false
2024-12-21,direct,3,18010,false
2024-12-21,direct,2,11692,false
2024-12-21,direct,3,17662,false
2024-12-21,direct,2,11459,false
2024-12-21,direct,3,18815,false
2024-12-21,direct,3,18373,false
2024-12-21,direct,2,12276,false
2024-12-22,direct,2,11647,false
2024-12-22,direct,2,12523,false
2024-12-22,direct,3,17279,false
2024-12-22,direct,2,12145,false
2024-12-22,direct,2,11853,false
2024-12-22,direct,2,11443,false
2024-12-22,direct,3,17422,false
2024-12-22,booking_com,90,540000,false
2024-12-22,agoda,46,276000,false
2024-12-22,expedia,28,168000,false
2024-12-23,direct,3,18671,false
2024-12-23,direct,3,17941,false
2024-12-23,direct,2,11651,false
2024-12-23,direct,3,17483,false
2024-12-23,direct,4,25033,false
2024-12-23,direct,3,17869,false
2024-12-23,direct,2,12059,false
2024-12-24,direct,2,11700,false
2024-12-24,direct,2,11750,false
2024-12-24,direct,1,5788,false
2024-12-24,direct,2,12125,false
2024-12-24,direct,2,12054,false
2024-12-24,direct,2,12328,false
2024-12-24,direct,2,11679,false
2024-12-24,phone,2,11040,false
2024-12-24,booking_com,90,540000,false
2024-12-24,agoda,46,276000,false
2024-12-24,expedia,28,168000,false
2024-12-25,direct,3,18783,false
2024-12-25,direct,2,12147,false
2024-12-25,direct,3,17507,false
2024-12-25,direct,4,25060,false
2024-12-25,direct,2,11835,false
2024-12-25,direct,4,23847,false
2024-12-25,direct,3,17451,false
2024-12-26,direct,2,12534,false
2024-12-26,direct,2,11473,false
2024-12-26,direct,4,24511,false
2024-12-26,direct,3,18472,false
2024-12-26,direct,2,12362,false
2024-12-26,direct,3,17809,false
2024-12-26,direct,3,17587,false
2024-12-26,booking_com,90,540000,false
2024-12-26,agoda,46,276000,false
2024-12-26,expedia,28,168000,false
2024-12-27,direct,2,11509,false
2024-12-27,direct,2,12250,false
2024-12-27,direct,3,18778,false
2024-12-27,direct,4,24810,false
2024-12-27,direct,3,18645,false
2024-12-27,direct,4,24576,false
2024-12-27,direct,2,12098,false
2024-12-28,direct,2,12220,false
2024-12-28,direct,1,5799,false
2024-12-28,direct,3,17584,false
2024-12-28,direct,1,5948,false
2024-12-28,direct,3,18798,false
2024-12-28,direct,2,11539,false
2024-12-28,direct,1,5856,false
2024-12-28,phone,2,11040,false
2024-12-28,booking_com,90,540000,false
2024-12-28,agoda,46,276000,false
2024-12-28,expedia,28,168000,false
2024-12-29,direct,3,17402,false
2024-12-29,direct,1,5987,false
2024-12-29,direct,4,23918,false
2024-12-29,direct,2,12505,false
2024-12-29,direct,1,6213,false
2024-12-29,direct,2,12133,false
2024-12-29,direct,3,17245,false
2024-12-30,direct,2,11494,false
2024-12-30,direct,1,5978,false
2024-12-30,direct,3,18818,false
2024-12-30,direct,3,18041,false
2024-12-30,direct,1,5933,false
2024-12-30,direct,2,11696,false
2024-12-30,direct,3,18329,false
2024-12-30,booking_com,90,540000,false
2024-12-30,agoda,46,276000,false
2024-12-30,expedia,28,168000,false
2024-12-31,direct,3,18895,false
2024-12-31,direct,2,11892,false
2024-12-31,direct,3,17206,false
2024-12-31,direct,2,12433,false
2024-12-31,direct,2,12348,false
2024-12-31,direct,2,12056,false
2024-12-31,direct,2,11766,false
2025-01-01,direct,2,12154,false
2025-01-01,direct,4,24209,false
2025-01-01,direct,2,12545,false
2025-01-01,direct,2,12190,false
2025-01-01,direct,2,12356,false
2025-01-01,direct,2,11843,false
2025-01-02,direct,2,11937,false
2025-01-02,direct,3,18608,false
2025-01-02,direct,3,18568,false
2025-01-02,direct,2,12201,false
2025-01-02,direct,3,17681,false
2025-01-02,direct,3,18164,false
2025-01-02,booking_com,82,492000,false
2025-01-02,agoda,42,252000,false
2025-01-02,expedia,25,150000,false
2025-01-03,direct,3,17294,false
2025-01-03,direct,3,18563,false
2025-01-03,direct,2,11558,false
2025-01-03,direct,3,17456,false
2025-01-03,direct,2,11658,false
2025-01-03,direct,2,12492,false
2025-01-04,direct,3,18516,false
2025-01-04,direct,2,12085,false
2025-01-04,direct,3,17835,false
2025-01-04,direct,2,11663,false
2025-01-04,direct,3,18187,false
2025-01-04,direct,4,24208,false
2025-01-04,phone,2,11040,false
2025-01-04,booking_com,82,492000,false
2025-01-04,agoda,42,252000,false
2025-01-04,expedia,25,150000,false
2025-01-05,direct,4,24328,false
2025-01-05,direct,3,18176,false
2025-01-05,direct,4,23402,false
2025-01-05,direct,3,17217,false
2025-01-05,direct,2,12291,false
2025-01-05,direct,2,12260,false
2025-01-06,direct,1,5745,false
2025-01-06,direct,3,17811,false
2025-01-06,direct,3,18708,false
2025-01-06,direct,2,11708,false
2025-01-06,direct,3,18760,false
2025-01-06,direct,2,11684,false
2025-01-06,booking_com,82,492000,false
2025-01-06,agoda,42,252000,false
2025-01-06,expedia,25,150000,false
2025-01-07,direct,3,18524,false
2025-01-07,direct,3,17518,false
2025-01-07,direct,3,17236,false
2025-01-07,direct,2,12237,false
2025-01-07,direct,2,12072,false
2025-01-07,direct,4,25054,false
2025-01-08,direct,3,18490,false
2025-01-08,direct,2,12436,false
2025-01-08,direct,3,18817,false
2025-01-08,direct,4,24827,false
2025-01-08,direct,3,18111,false
2025-01-08,direct,4,23205,false
2025-01-08,phone,2,11040,false
2025-01-08,booking_com,82,492000,false
2025-01-08,agoda,42,252000,false
2025-01-08,expedia,25,150000,false
2025-01-09,direct,3,18474,false
2025-01-09,direct,4,24666,false
2025-01-09,direct,3,18878,false
2025-01-09,direct,2,12138,false
2025-01-09,direct,3,17440,false
2025-01-09,direct,3,18839,false
2025-01-10,direct,3,18877,false
2025-01-10,direct,2,12211,false
2025-01-10,direct,3,18253,false
2025-01-10,direct,4,24595,false
2025-01-10,direct,4,23809,false
2025-01-10,direct,2,11844,false
2025-01-10,booking_com,82,492000,false
2025-01-10,agoda,42,252000,false
2025-01-10,expedia,25,150000,false
2025-01-11,direct,1,6158,false
2025-01-11,direct,3,17267,false
2025-01-11,direct,4,23308,false
2025-01-11,direct,4,24643,false
2025-01-11,direct,3,17328,false
2025-01-11,direct,3,18714,false
2025-01-12,direct,4,24883,false
2025-01-12,direct,4,23207,false
2025-01-12,direct,3,18843,false
2025-01-12,direct,2,11739,false
2025-01-12,direct,2,11810,false
2025-01-12,direct,3,17451,false
2025-01-12,phone,2,11040,false
2025-01-12,booking_com,82,492000,false
2025-01-12,agoda,42,252000,false
2025-01-12,expedia,25,150000,false
2025-01-13,direct,4,25005,false
2025-01-13,direct,2,12068,false
2025-01-13,direct,3,18402,false
2025-01-13,direct,3,18296,false
2025-01-13,direct,2,11463,false
2025-01-13,direct,2,11430,false
2025-01-14,direct,2,12314,false
2025-01-14,direct,3,18480,false
2025-01-14,direct,4,23875,false
2025-01-14,direct,2,12237,false
2025-01-14,direct,3,17975,false
2025-01-14,direct,3,17691,false
2025-01-14,booking_com,82,492000,false
2025-01-14,agoda,42,252000,false
2025-01-14,expedia,25,150000,false
2025-01-15,direct,4,24766,false
2025-01-15,direct,2,11530,false
2025-01-15,direct,2,12505,false
2025-01-15,direct,3,17812,false
2025-01-15,direct,3,18348,false
2025-01-15,direct,2,12007,false
2025-01-16,direct,3,18829,false
2025-01-16,direct,3,18512,false
2025-01-16,direct,3,18544,false
2025-01-16,direct,3,17345,false
2025-01-16,direct,3,17482,false
2025-01-16,direct,2,11930,false
2025-01-16,phone,2,11040,false
2025-01-16,booking_com,82,492000,false
2025-01-16,agoda,42,252000,false
2025-01-16,expedia,25,150000,false
2025-01-17,direct,2,12135,false
2025-01-17,direct,3,17353,false
2025-01-17,direct,4,24633,false
2025-01-17,direct,3,17262,false
2025-01-17,direct,2,12311,false
2025-01-17,direct,2,12458,false
2025-01-18,direct,3,17346,false
2025-01-18,direct,2,11757,false
